"lat","lon","elevation_m","in_camp","unix_time","distance_from_camp_m"
-3.537408,35.122577,1254,1,1474173600,20.1037
-3.537408,35.122577,1254,1,1474173605,20.1037
-3.5374076,35.122577,1254,1,1474173610,20.0945
-3.537406,35.1225776,1254,1,1474173615,20.124
-3.537406,35.12258,1254,1,1474173620,20.3853
-3.5374064,35.12258,1254,1,1474173625,20.394
-3.537408,35.12258,1254,1,1474173630,20.4297
-3.537408,35.12258,1254,1,1474173635,20.4297
-3.537408,35.12258,1254,1,1474173640,20.4297
-3.537408,35.12258,1254,1,1474173645,20.4297
-3.537408,35.12258,1254,1,1474173650,20.4297
-3.537408,35.12258,1254,1,1474173655,20.4297
-3.537408,35.12258,1254,1,1474173660,20.4297
-3.537408,35.12258,1254,1,1474173665,20.4297
-3.537408,35.12258,1254,1,1474173670,20.4297
-3.537408,35.12258,1254,1,1474173675,20.4297
-3.537408,35.12258,1254,1,1474173680,20.4297
-3.537408,35.12258,1254,1,1474173685,20.4297
-3.537408,35.12258,1254,1,1474173690,20.4297
-3.537408,35.1225794,1254,1,1474173695,20.3645
-3.537408,35.1225776,1254,1,1474173700,20.1689
-3.537408,35.12258,1254,1,1474173705,20.4297
-3.537408,35.12258,1254,1,1474173710,20.4297
-3.537408,35.12258,1254,1,1474173715,20.4297
-3.537408,35.12258,1254,1,1474173720,20.4297
-3.53741,35.12258,1254,1,1474173725,20.4763
-3.537411333,35.12258,1254,1,1474173730,20.5086
-3.537413,35.12258,1254,1,1474173735,20.5505
-3.537411,35.122569,1254,1,1474173740,19.3108
-3.537413,35.122565,1253,1,1474173745,18.9336
-3.537413,35.122561,1254,1,1474173750,18.5038
-3.537415,35.122554,1254,1,1474173755,17.8141
-3.537415,35.12255,1254,1,1474173760,17.3879
-3.537415,35.122554,1254,1,1474173765,17.8141
-3.537411,35.122561,1254,1,1474173770,18.4483
-3.53741,35.122561,1254,1,1474173775,18.4214
-3.537378,35.122542,1253,1,1474173780,15.797
-3.537365,35.122538,1252,1,1474173785,15.3378
-3.537366,35.12255,1251,1,1474173790,16.6666
-3.537373,35.122542,1251,1,1474173795,15.7757
-3.537405,35.122565,1251,1,1474173800,18.731
-3.537401,35.122592,1251,1,1474173805,21.5995
-3.537393,35.122599,1251,1,1474173810,22.2491
-3.537388,35.122603,1251,1,1474173815,22.6352
-3.537386333,35.122603,1251,1,1474173820,22.6197
-3.53739,35.122603,1251,1,1474173825,22.6557
-3.537395,35.1225998,1251,1,1474173830,22.3636
-3.537396,35.1225966,1251,1,1474173835,22.0251
-3.537396,35.122596,1251,1,1474173840,21.959
-3.5373952,35.1225928,1251,1,1474173845,21.5951
-3.5373918,35.122592,1251,1,1474173850,21.4615
-3.5373902,35.1225952,1251,1,1474173855,21.7959
-3.53739,35.1225928,1251,1,1474173860,21.5285
-3.5373868,35.1225952,1251,1,1474173865,21.7606
-3.5373852,35.122596,1251,1,1474173870,21.8348
